COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Albany Hwy,Wheatbelt,Wandering,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.329607551,116.217937302
Albany Hwy,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,2,Yes,-34.1038220309999,117.357705167
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.1686029489999,117.486285947
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.3725309769999,118.127200464
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.471299362,115.837014914
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,4,0,No,2,No,-31.1396841,120.627636291
Great Southern Hwy,Wheatbelt,York,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.910834843,116.710752534
Forrest Hwy,South West,Dardanup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,1,No,-33.3146571199999,115.736959889
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,0,No,-27.414685677,114.666841168
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,2,No,-28.074975254,118.415764276
South Western Hwy,South West,Waroona,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.8049473,115.902999171
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-23.482843617,114.276534713
Brand Hwy,Mid West-Gascoyne,Coorow,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-30.009683868,115.319453976
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.93821811,117.53483902
Corrigin Kondinin Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.454597598,118.19904019
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.3000779619999,117.129248876
Albany Hwy,Wheatbelt,Boddington,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,Yes,-32.712805131,116.545866645
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.2074337789999,117.013533029
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-21.807353679,118.821232913
Sues Rd,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.708837494,115.423589871
Albany Hwy,Wheatbelt,Boddington,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-32.78031465,116.595174206
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,1,Yes,0,No,-22.98306568,114.612894416
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-28.227704521,114.643457891
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,Yes,-31.1593771189999,115.427013568
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Surfaced,Rubberised Seal,No,Yes,1,0,No,0,No,-28.960178581,115.879642681
Toodyay Rd,Wheatbelt,Toodyay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.702838573,116.314310609
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.794749569,116.859092653
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.3295641469999,120.892655433
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,5,0,No,1,No,-32.225175652,123.376123523
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-29.861089546,116.019616803
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,5,0,No,5,No,-31.0641580839999,115.743952083
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.877299213,114.505599487
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,1,No,-25.2044387619999,119.337129515
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.4498355769999,116.015835651
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.81263523,114.307531959
Great Eastern Hwy,Wheatbelt,Westonia,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,3,Yes,-31.379431256,118.56471613
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-33.570294793,120.107060455
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.459272391,115.950570407
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.7706854539999,113.956769443
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.276618109,125.431154732
Chester Pass Rd,Great Southern,Kent,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.7207036849999,118.364390181
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-30.9569500119999,121.180477051
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-33.7934500699999,121.871051316
Bussell Hwy,South West,Augusta - Margaret River,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-34.2360908599999,115.106200278
Kulin Lake Grace Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.9615967829999,118.468179449
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.035281168,117.277632014
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.1264057339999,116.057360587
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,0,No,-33.7634421719999,121.047346571
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,0,No,3,No,-34.4070763409999,118.727714857
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.861717257,118.037710724
Great Northern Hwy,Wheatbelt,Dalwallinu,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-30.212764362,116.669850685
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-25.176776455,119.337298569
Goomalling Toodyay Rd,Wheatbelt,Toodyay,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-31.505752905,116.597006527
John Willcock Link,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,0,0,No,0,No,-28.7889318639999,114.604457147
Williams Kondinin Rd,Wheatbelt,Wickepin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.8038275339999,117.437070937
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.947062874,121.184862014
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.7478294549999,115.269334534
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.00726829,114.648856686
Indian Ocean Dr,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-30.0701649,114.994342497
Paraburdoo Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.0839640359999,117.61727754
Quairading York Rd,Wheatbelt,York,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.9191453359999,116.913346004
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.1134460489999,115.775845903
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-24.13099181,114.050100722
Quairading York Rd,Wheatbelt,York,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.9450165109999,117.004315262
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,No,-34.477022268,116.900825822
Leonora Laverton Rd,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.9165593339999,121.476659801
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,1,No,-31.536379273,118.076874559
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.6725819239999,115.237732738
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.4438352349999,114.645944089
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.9168009799999,127.519405923
Willinge Dr,South West,Bunbury (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,0,0,No,0,No,-33.341111462,115.696306896
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,8,0,No,1,Yes,-22.010259037,118.815314326
Northam Pithara Rd,Wheatbelt,Wongan - Ballidu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-30.876336953,116.720838781
Albany Hwy,Wheatbelt,Wandering,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.37446704,116.247054068
Pioneer Dr,Wheatbelt,Narrogin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-32.934107524,117.179895979
Wagin Dumbleyung Rd,Wheatbelt,Wagin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.2932307149999,117.558428555
Brookton Hwy,Wheatbelt,Brookton,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.3981998749999,116.879716507
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.656961983,114.189275785
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-29.6608898819999,115.228228606
Great Northern Hwy,Wheatbelt,Dalwallinu,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.2780977109999,116.663879981
Massingham St,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-31.6335871799999,117.720612567
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-28.778637959,121.276055035
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-33.226831169,121.716098764
Granary Dr,Mid West-Gascoyne,Chittering,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-31.579913566,115.984445847
Albany Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.5906498329999,117.086372951
Muir Hwy,South West,Manjimup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.330446626,116.24905982
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.1561398229999,115.426864294
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.406722647,116.235027027
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.87410091,116.669539182
Albany Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,1,Yes,-34.991006762,117.855791218
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.3339708629999,119.838666746
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.4792938649999,115.487151294
Albany Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.401178688,117.558069544
Indus St,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.8436245139999,117.638473616
Midlands Rd,Mid West-Gascoyne,Three Springs,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,1,Yes,3,No,-29.4400558039999,115.628391699
Albany Hwy,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.442373731,117.051734469
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-33.8389454539999,121.884847276
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.976069563,117.226613051
Nungarin Wyalkatchem Rd,Wheatbelt,Trayning,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.114025226,117.874678729
Corrigin Kondinin Rd,Wheatbelt,Corrigin,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.355819282,117.905526111
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,4,0,No,0,No,-27.900904854,114.163616774
Midlands Rd,Mid West-Gascoyne,Carnamah,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.7899331799999,115.944732709
Great Southern Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.4926495089999,117.408114159
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Intersection Mix,No,No,1,0,No,0,No,-33.023238788,116.877771738
Bruce Rock Quairading Rd,Wheatbelt,Quairading,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.9623930819999,117.591180378
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.933097919,117.849435904
Gnowangerup Jerramungup Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.9416358359999,118.905117672
Albany Hwy,Metropolitan,Armadale (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.1889661169999,116.101655269
Goldfields Hwy,Goldfields - Esperance,Wiluna,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,Yes,-27.0996203179999,120.447240614
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.3099525389999,119.375470202
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,No,-28.3833431049999,114.644620097
South Western Hwy,Metropolitan,Serpentine - Jarrahdale,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,4,0,No,0,No,-32.238476702,116.005827314
Onslow Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Primer Seal,No,No,1,0,No,0,No,-22.020893509,115.408077907
Midlands Rd,Mid West-Gascoyne,Three Springs,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.389715575,115.6078779
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-28.1923438229999,114.637034172
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.655998827,120.505153338
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.011520054,119.104748253
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.859563351,115.79563776
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.474751516,121.343290189
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,2,Yes,0,No,-20.8992490759999,116.447319946
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,Yes,-34.994056176,117.202015934
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-34.363062607,118.749852906
Northampton Port Gregory Rd,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.351676588,114.5872405
Broomehill Gnowangerup Rd,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.887935034,117.69552818
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.555007114,115.968262417
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,0,No,0,No,-23.69616279,114.081571545
South Western Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,4,0,No,1,Yes,-32.6802506239999,115.862541938
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.2845876969999,113.901665471
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.870025443,118.782171486
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.8638150789999,118.777849427
Forrest Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-32.737845766,115.749293199
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.092787404,119.384466544
Indian Ocean Dr,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,3,0,No,1,Yes,-29.6440548259999,114.968392677
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.2602683449999,115.006268777
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.478371959,119.584216891
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.4783853009999,119.584416617
Collie Williams Rd,Wheatbelt,Williams,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.2101113049999,116.538523199
Railway Av,Wheatbelt,Nungarin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.1806445729999,118.097548701
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.3508078419999,118.933825401
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,2,No,4,No,-29.565136181,117.144814081
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,No,-26.5987868399999,120.224322684
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.9636166299999,116.091991753
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.9440174389999,117.190205152
Goomalling Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.178509554,117.374571952
Goomalling Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-31.164861765,117.334479413
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.3226914909999,119.034992476
Goldfields Hwy,Goldfields - Esperance,Wiluna,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,1,No,-26.6036536299999,120.2249989
South Western Hwy,South West,Bunbury (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,8,0,No,3,Yes,-33.3705631669999,115.684448351
Brookton-Corrigin Rd,Wheatbelt,Brookton,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-32.3196390919999,117.274778378
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.330896998,121.759025781
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-25.371879786,119.310439586
Great Northern Hwy,Pilbara,Port Hedland (T),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,3,0,No,2,Yes,-20.359686274,118.60890336
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-31.933801376,117.834932878
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.099148081,117.836732497
Bruce Rock Quairading Rd,Wheatbelt,Quairading,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.977940539,117.483547461
Great Northern Hwy,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.9647538849999,118.802119054
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,4,0,No,2,Yes,-21.678902031,115.860311966
