COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.47129936,115.8370149
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,4,0,No,2,No,-31.1396841,120.6276363
Great Southern Hwy,Wheatbelt,York,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.91083484,116.7107525
Forrest Hwy,South West,Dardanup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,1,No,-33.31465712,115.7369599
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,0,No,-27.41468568,114.6668412
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,2,No,-28.07497525,118.4157643
South Western Hwy,South West,Waroona,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.8049473,115.9029992
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-23.48284362,114.2765347
Brand Hwy,Mid West-Gascoyne,Coorow,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-30.00968387,115.319454
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.93821811,117.534839
Corrigin Kondinin Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.4545976,118.1990402
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.30007796,117.1292489
Albany Hwy,Wheatbelt,Boddington,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,Yes,-32.71280513,116.5458666
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.20743378,117.013533
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-21.80735368,118.8212329
Sues Rd,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.70883749,115.4235899
Albany Hwy,Wheatbelt,Boddington,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-32.78031465,116.5951742
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,1,Yes,0,No,-22.98306568,114.6128944
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-28.22770452,114.6434579
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,Yes,-31.15937712,115.4270136
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Surfaced,Rubberised Seal,No,Yes,1,0,No,0,No,-28.96017858,115.8796427
Toodyay Rd,Wheatbelt,Toodyay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.70283857,116.3143106
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.79474957,116.8590927
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.32956415,120.8926554
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,5,0,No,1,No,-32.22517565,123.3761235
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-29.86108955,116.0196168
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,5,0,No,5,No,-31.06415808,115.7439521
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.87729921,114.5055995
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,1,No,-25.20443876,119.3371295
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.44983558,116.0158357
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.81263523,114.307532
Great Eastern Hwy,Wheatbelt,Westonia,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,3,Yes,-31.37943126,118.5647161
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-33.57029479,120.1070605
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.45927239,115.9505704
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.77068545,113.9567694
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.27661811,125.4311547
Chester Pass Rd,Great Southern,Kent,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.72070368,118.3643902
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-30.95695001,121.1804771
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-33.79345007,121.8710513
Bussell Hwy,South West,Augusta - Margaret River,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-34.23609086,115.1062003
Kulin Lake Grace Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.96159678,118.4681794
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.03528117,117.277632
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.12640573,116.0573606
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,0,No,-33.76344217,121.0473466
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,0,No,3,No,-34.40707634,118.7277149
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.86171726,118.0377107
Great Northern Hwy,Wheatbelt,Dalwallinu,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-30.21276436,116.6698507
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-25.17677646,119.3372986
Goomalling Toodyay Rd,Wheatbelt,Toodyay,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-31.50575291,116.5970065
John Willcock Link,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,0,0,No,0,No,-28.78893186,114.6044571
Williams Kondinin Rd,Wheatbelt,Wickepin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.80382753,117.4370709
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.94706287,121.184862
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.74782945,115.2693345
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.00726829,114.6488567
Indian Ocean Dr,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-30.0701649,114.9943425
Paraburdoo Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.08396404,117.6172775
Quairading York Rd,Wheatbelt,York,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.91914534,116.913346
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.11344605,115.7758459
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-24.13099181,114.0501007
Quairading York Rd,Wheatbelt,York,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.94501651,117.0043153
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,No,-34.47702227,116.9008258
Leonora Laverton Rd,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.91655933,121.4766598
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,1,No,-31.53637927,118.0768746
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.67258192,115.2377327
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.44383523,114.6459441
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.91680098,127.5194059
Willinge Dr,South West,Bunbury (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,0,0,No,0,No,-33.34111146,115.6963069
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,8,0,No,1,Yes,-22.01025904,118.8153143
Northam Pithara Rd,Wheatbelt,Wongan - Ballidu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-30.87633695,116.7208388
Albany Hwy,Wheatbelt,Wandering,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.37446704,116.2470541
Pioneer Dr,Wheatbelt,Narrogin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-32.93410752,117.179896
Wagin Dumbleyung Rd,Wheatbelt,Wagin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.29323071,117.5584286
Brookton Hwy,Wheatbelt,Brookton,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.39819987,116.8797165
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.65696198,114.1892758
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-29.66088988,115.2282286
Great Northern Hwy,Wheatbelt,Dalwallinu,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.27809771,116.66388
Massingham St,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-31.63358718,117.7206126
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-28.77863796,121.276055
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-33.22683117,121.7160988
Granary Dr,Mid West-Gascoyne,Chittering,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-31.57991357,115.9844458
Albany Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.59064983,117.086373
Muir Hwy,South West,Manjimup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.33044663,116.2490598
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.15613982,115.4268643
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.40672265,116.235027
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.87410091,116.6695392
Albany Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,1,Yes,-34.99100676,117.8557912
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.33397086,119.8386667
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.47929386,115.4871513
Albany Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.40117869,117.5580695
Indus St,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.84362451,117.6384736
Midlands Rd,Mid West-Gascoyne,Three Springs,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,1,Yes,3,No,-29.4400558,115.6283917
Albany Hwy,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.44237373,117.0517345
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-33.83894545,121.8848473
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.97606956,117.2266131
Nungarin Wyalkatchem Rd,Wheatbelt,Trayning,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.11402523,117.8746787
Corrigin Kondinin Rd,Wheatbelt,Corrigin,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.35581928,117.9055261
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,4,0,No,0,No,-27.90090485,114.1636168
Midlands Rd,Mid West-Gascoyne,Carnamah,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.78993318,115.9447327
Great Southern Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.49264951,117.4081142
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Intersection Mix,No,No,1,0,No,0,No,-33.02323879,116.8777717
Bruce Rock Quairading Rd,Wheatbelt,Quairading,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.96239308,117.5911804
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.93309792,117.8494359
Gnowangerup Jerramungup Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.94163584,118.9051177
Albany Hwy,Metropolitan,Armadale (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.18896612,116.1016553
Goldfields Hwy,Goldfields - Esperance,Wiluna,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,Yes,-27.09962032,120.4472406
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.30995254,119.3754702
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,No,-28.3833431,114.6446201
South Western Hwy,Metropolitan,Serpentine - Jarrahdale,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,4,0,No,0,No,-32.2384767,116.0058273
Onslow Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Primer Seal,No,No,1,0,No,0,No,-22.02089351,115.4080779
Midlands Rd,Mid West-Gascoyne,Three Springs,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.38971558,115.6078779
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-28.19234382,114.6370342
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.65599883,120.5051533
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.01152005,119.1047483
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.85956335,115.7956378
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.47475152,121.3432902
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,2,Yes,0,No,-20.89924908,116.4473199
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,Yes,-34.99405618,117.2020159
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-34.36306261,118.7498529
Northampton Port Gregory Rd,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.35167659,114.5872405
Broomehill Gnowangerup Rd,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.88793503,117.6955282
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.55500711,115.9682624
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,0,No,0,No,-23.69616279,114.0815715
South Western Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,4,0,No,1,Yes,-32.68025062,115.8625419
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.2845877,113.9016655
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.87002544,118.7821715
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.86381508,118.7778494
Forrest Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-32.73784577,115.7492932
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.0927874,119.3844665
Indian Ocean Dr,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,3,0,No,1,Yes,-29.64405483,114.9683927
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.26026834,115.0062688
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.47837196,119.5842169
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.4783853,119.5844166
Collie Williams Rd,Wheatbelt,Williams,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.2101113,116.5385232
Railway Av,Wheatbelt,Nungarin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.18064457,118.0975487
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.35080784,118.9338254
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,2,No,4,No,-29.56513618,117.1448141
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,No,-26.59878684,120.2243227
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.96361663,116.0919918
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.94401744,117.1902052
Goomalling Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.17850955,117.374572
Goomalling Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-31.16486177,117.3344794
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.32269149,119.0349925
Goldfields Hwy,Goldfields - Esperance,Wiluna,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,1,No,-26.60365363,120.2249989
South Western Hwy,South West,Bunbury (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,8,0,No,3,Yes,-33.37056317,115.6844484
Brookton-Corrigin Rd,Wheatbelt,Brookton,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-32.31963909,117.2747784
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.330897,121.7590258
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-25.37187979,119.3104396
Great Northern Hwy,Pilbara,Port Hedland (T),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,3,0,No,2,Yes,-20.35968627,118.6089034
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-31.93380138,117.8349329
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.09914808,117.8367325
Bruce Rock Quairading Rd,Wheatbelt,Quairading,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.97794054,117.4835475
Great Northern Hwy,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.96475388,118.8021191
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,4,0,No,2,Yes,-21.67890203,115.860312
Great Northern Hwy,Pilbara,East Pilbara,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,1,Yes,5,Yes,-23.04759219,118.8439999
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.33589464,117.4363189
Indian Ocean Dr,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.7868365,115.2601883
Indian Ocean Dr,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,Yes,-30.70910142,115.1683685
Indian Ocean Dr,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,Yes,-30.79038261,115.2260514
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.43940116,113.9535546
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.44037613,113.953755
